word	score	5.019	5.642	4.591	5.328	5.135	5.279	5.586	1.572	4.368	4.12	3.959	5.331	5.859	1.459	4.815	3.537	4.4	5.365	4.532	4.085	annotation
B L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
B L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
B R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
B R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
B W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
B W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
D G 	21.328	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	unattested
D G 	21.328	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	unattested
D N 	16	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	unattested
D N 	16	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	unattested
D R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
D R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
D W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
D W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
F L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
F L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
F N 	5.331	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unattested
F N 	5.331	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unattested
F R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
F R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
F W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
F W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
G L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
G L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
G R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
G R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
G W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
G W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
K L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
K L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
K M 	5.135	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unattested
K M 	5.135	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unattested
K R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
K R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
K W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
K W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
L M 	16.976	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	unattested
L M 	16.976	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	unattested
L N 	17.385	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	unattested
L N 	17.385	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	unattested
L T 	17.385	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	unattested
L T 	17.385	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	unattested
M L 	5.94	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	unattested
M L 	5.94	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	unattested
M R 	4.368	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	unattested
M R 	4.368	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	unattested
N L 	11.526	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	unattested
N L 	11.526	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	unattested
P K 	10.466	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unattested
P K 	10.466	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unattested
P L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
P L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
P R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
P R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
P W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unattested
P W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unattested
R D 	22.713	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	unattested
R D 	22.713	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	unattested
R G 	18.345	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	unattested
R G 	18.345	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	unattested
R L 	17.385	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	unattested
R L 	17.385	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	unattested
R N 	17.385	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	unattested
R N 	17.385	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	unattested
SH L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
SH L 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
SH M 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
SH M 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
SH N 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
SH N 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
SH R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
SH R 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
SH W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
SH W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	marginal
S M 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
S M 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	attested
