sz v	NT1	0	1463169611	3	24.0	15
sz v	NT1	0	1464341364	6	24.0	15
sz v	NT1	0	1463170367	3	24.0	15
sz v	NT1	0	1464257166	5	24.0	15
sz v	NT1	0	1463139948	4	24.0	15
sz v	NT1	0	1463138729	7	24.0	15
sz v	NT1	0	1463138891	5	24.0	15
sz v	NT1	0	1463171614	6	24.0	15
sz v	AT8	0	1464189061	6	24.0	15
sz v	AT8	0	1463478140	4	24.0	15
sz v	AT8	0	1463392863	4	24.0	15
sz v	AT8	0	1463223469	2	24.0	15
sz v	AT8	0	1463155878	1	24.0	15
sz v	AT9	0	1464622089	3	24.0	15
sz v	AT9	0	1464615853	2	24.0	15
sz v	AT9	0	1464634022	7	24.0	15
sz v	AT9	0	1463345854	4	24.0	15
sz v	AT9	0	1463494408	3	24.0	15
sz v	AT9	0	1463232940	3	24.0	15
sz v	AT9	0	1464614838	6	24.0	15
sz v	AT9	0	1463091812	3	24.0	15
sz v	AT9	0	1463339044	1	24.0	15
sz v	AT9	0	1463230217	5	24.0	15
sz v	AT9	0	1464628463	5	24.0	15
sz v	NT3	0	1463421796	6	24.0	15
sz v	NT3	0	1463583354	6	24.0	15
sz v	NT3	0	1464542193	5	24.0	15
sz v	NT3	0	1464529199	7	24.0	15
sz v	NT3	0	1464540710	5	24.0	15
sz v	NT3	0	1464542574	7	24.0	15
sz v	NT3	0	1463253348	4	24.0	15
sz v	NT3	0	1463252430	5	24.0	15
sz v	NT3	0	1463343294	5	24.0	15
sz v	NT3	0	1462952254	6	24.0	15
sz v	NT3	0	1463349319	6	24.0	15
sz v	AT10	0	1463416005	3	24.0	15
sz v	AT10	0	1463341840	2	24.0	15
sz v	AT10	0	1463414516	3	24.0	15
sz v	AT10	0	1463165468	5	24.0	15
sz v	AT10	0	1463501458	6	24.0	15
sz v	AT10	0	1463416439	5	24.0	15
sz v	VT7	0	1464597202	2	24.0	15
sz v	VT7	0	1463074702	3	24.0	15
sz v	VT7	0	1464602684	4	24.0	15
sz v	VT7	0	1463217412	5	24.0	15
sz v	VT7	0	1463827073	7	24.0	15
sz v	VT7	0	1463337698	2	24.0	15
sz v	VT7	0	1463323588	4	24.0	15
sz v	VT7	0	1463822699	5	24.0	15
sz v	VT7	0	1464597704	7	24.0	15
sz v	NT4	0	1463602101	6	24.0	15
sz v	NT4	0	1463060268	4	24.0	15
sz v	NT4	0	1463430622	7	24.0	15
sz v	NT4	0	1463934119	6	24.0	15
sz v	NT4	0	1463932979	4	24.0	15
sz v	NT4	0	1463954986	4	24.0	15
sz v	NT4	0	1463953760	6	24.0	15
sz v	NT4	0	1463924884	6	24.0	15
sz v	NT4	0	1462990524	4	24.0	15
sz v	NT4	0	1463434688	7	24.0	15
sz v	VT8	0	1463392863	2	24.0	15
sz v	VT8	0	1464189061	7	24.0	15
sz v	VT8	0	1463155878	7	24.0	15
sz v	VT8	0	1463478140	3	24.0	15
sz v	VT8	0	1463223469	6	24.0	15
sz v	VT6	0	1463153889	4	24.0	15
sz v	VT6	0	1463153213	5	24.0	15
sz v	VT6	0	1463066048	3	24.0	15
sz v	VT6	0	1463653367	2	24.0	15
sz v	VT6	0	1463212300	2	24.0	15
sz v	NT2	0	1463771502	5	24.0	15
sz v	NT2	0	1463524709	5	24.0	15
sz v	NT2	0	1463172770	6	24.0	15
sz v	NT2	0	1464643519	4	24.0	15
sz v	NT2	0	1463765502	4	24.0	15
sz v	NT2	0	1463240275	6	24.0	15
sz v	NT2	0	1463763813	4	24.0	15
sz v	NT2	0	1463738868	5	24.0	15
sz v	NT2	0	1463747815	5	24.0	15
sz v	AT7	0	1463822699	6	24.0	15
sz v	AT7	0	1464602684	7	24.0	15
sz v	AT7	0	1463217412	5	24.0	15
sz v	AT7	0	1463074702	5	24.0	15
sz v	AT7	0	1463323588	5	24.0	15
sz v	AT7	0	1464597202	7	24.0	15
sz v	AT7	0	1463337698	2	24.0	15
sz v	AT7	0	1464597704	7	24.0	15
sz v	AT7	0	1463827073	3	24.0	15
sz v	VT5	0	1463650222	5	24.0	15
sz v	VT5	0	1463262579	3	24.0	15
sz v	VT5	0	1464116511	2	24.0	15
sz v	VT5	0	1463346155	2	24.0	15
sz v	VT5	0	1463259515	2	24.0	15
sz v	VT5	0	1464093820	7	24.0	15
sz v	VT5	0	1463776566	3	24.0	15
sz v	NT10	0	1463341840	6	24.0	15
sz v	NT10	0	1463416005	6	24.0	15
sz v	NT10	0	1463414516	5	24.0	15
