j f	NT1	10.539	1463763813	1	na	na
j f	NT1	10.539	1463747815	1	na	na
j f	NT1	10.539	1463771502	2	na	na
j f	NT1	10.539	1463172770	2	na	na
j f	NT1	10.539	1463240275	1	na	na
j f	NT1	10.539	1464643519	2	na	na
j f	NT1	10.539	1463765502	1	na	na
j f	NT1	10.539	1463524709	3	na	na
j f	NT1	10.539	1463738868	1	na	na
j f	AT8	10.539	1464622089	1	na	na
j f	AT8	10.539	1463339044	2	na	na
j f	AT8	10.539	1463345854	6	na	na
j f	AT8	10.539	1463232940	1	na	na
j f	AT8	10.539	1464615853	2	na	na
j f	AT8	10.539	1463091812	1	na	na
j f	AT8	10.539	1463494408	1	na	na
j f	AT8	10.539	1464614838	1	na	na
j f	AT8	10.539	1463230217	1	na	na
j f	AT8	10.539	1464634022	1	na	na
j f	AT8	10.539	1464628463	1	na	na
j f	AT9	10.539	1463501458	1	na	na
j f	AT9	10.539	1463416439	1	na	na
j f	AT9	10.539	1463341840	1	na	na
j f	AT9	10.539	1463414516	1	na	na
j f	AT9	10.539	1463165468	1	na	na
j f	AT9	10.539	1463416005	3	na	na
j f	NT3	10.539	1463602101	1	na	na
j f	NT3	10.539	1463932979	1	na	na
j f	NT3	10.539	1463934119	1	na	na
j f	NT3	10.539	1463434688	1	na	na
j f	NT3	10.539	1462990524	2	na	na
j f	NT3	10.539	1463060268	1	na	na
j f	NT3	10.539	1463954986	1	na	na
j f	NT3	10.539	1463924884	2	na	na
j f	NT3	10.539	1463953760	2	na	na
j f	NT3	10.539	1463430622	1	na	na
j f	AT10	10.539	1463171614	1	na	na
j f	AT10	10.539	1463138891	1	na	na
j f	AT10	10.539	1463139948	1	na	na
j f	AT10	10.539	1463138729	1	na	na
j f	AT10	10.539	1464341364	1	na	na
j f	AT10	10.539	1463169611	2	na	na
j f	AT10	10.539	1464257166	1	na	na
j f	AT10	10.539	1463170367	1	na	na
j f	VT7	10.539	1463392863	1	na	na
j f	VT7	10.539	1463223469	1	na	na
j f	VT7	10.539	1464189061	2	na	na
j f	VT7	10.539	1463478140	1	na	na
j f	VT7	10.539	1463155878	2	na	na
j f	NT4	10.539	1463650222	3	na	na
j f	NT4	10.539	1464116511	3	na	na
j f	NT4	10.539	1463262579	2	na	na
j f	NT4	10.539	1463259515	1	na	na
j f	NT4	10.539	1464093820	1	na	na
j f	NT4	10.539	1463346155	5	na	na
j f	NT4	10.539	1463776566	1	na	na
j f	VT8	10.539	1463345854	6	na	na
j f	VT8	10.539	1463232940	2	na	na
j f	VT8	10.539	1464615853	1	na	na
j f	VT8	10.539	1464634022	1	na	na
j f	VT8	10.539	1463230217	1	na	na
j f	VT8	10.539	1464628463	1	na	na
j f	VT8	10.539	1463494408	1	na	na
j f	VT8	10.539	1464622089	2	na	na
j f	VT8	10.539	1464614838	1	na	na
j f	VT8	10.539	1463091812	1	na	na
j f	VT8	10.539	1463339044	1	na	na
j f	VT6	10.539	1463822699	2	na	na
j f	VT6	10.539	1464597202	2	na	na
j f	VT6	10.539	1463827073	1	na	na
j f	VT6	10.539	1463323588	1	na	na
j f	VT6	10.539	1464602684	1	na	na
j f	VT6	10.539	1464597704	3	na	na
j f	VT6	10.539	1463337698	1	na	na
j f	VT6	10.539	1463074702	2	na	na
j f	VT6	10.539	1463217412	1	na	na
j f	NT2	10.539	1462952254	1	na	na
j f	NT2	10.539	1464529199	1	na	na
j f	NT2	10.539	1463349319	1	na	na
j f	NT2	10.539	1463252430	1	na	na
j f	NT2	10.539	1464542193	2	na	na
j f	NT2	10.539	1463421796	2	na	na
j f	NT2	10.539	1463343294	2	na	na
j f	NT2	10.539	1464540710	1	na	na
j f	NT2	10.539	1463253348	1	na	na
j f	NT2	10.539	1463583354	3	na	na
j f	NT2	10.539	1464542574	1	na	na
j f	AT7	10.539	1463155878	1	na	na
j f	AT7	10.539	1464189061	1	na	na
j f	AT7	10.539	1463478140	1	na	na
j f	AT7	10.539	1463223469	2	na	na
j f	AT7	10.539	1463392863	1	na	na
j f	VT5	10.539	1463066048	1	na	na
j f	VT5	10.539	1463153213	1	na	na
j f	VT5	10.539	1463653367	1	na	na
j f	VT5	10.539	1463212300	1	na	na
j f	VT5	10.539	1463153889	1	na	na
j f	NT10	10.539	1464341364	1	na	na
j f	NT10	10.539	1463138891	1	na	na
j f	NT10	10.539	1463139948	1	na	na
j f	NT10	10.539	1463138729	3	na	na
j f	NT10	10.539	1463171614	3	na	na
j f	NT10	10.539	1463170367	1	na	na
j f	NT10	10.539	1464257166	1	na	na
j f	NT10	10.539	1463169611	2	na	na
j f	NT9	10.539	1463341840	1	na	na
j f	NT9	10.539	1463165468	1	na	na
j f	NT9	10.539	1463416005	2	na	na
j f	NT9	10.539	1463414516	1	na	na
j f	NT9	10.539	1463501458	1	na	na
j f	NT9	10.539	1463416439	2	na	na
j f	AT4	10.539	1463776566	2	na	na
j f	AT4	10.539	1463346155	4	na	na
j f	AT4	10.539	1464093820	1	na	na
j f	AT4	10.539	1463262579	2	na	na
j f	AT4	10.539	1464116511	1	na	na
j f	AT4	10.539	1463259515	1	na	na
